file_name,question
05x10x00x00F001403391N0207.png,where is shelf located
10x25x00x00F001306120N0007.png,what color is the stairs
05x10x50x10F000653545N0012.png,do you see the stairs in the picture
05x10x50x10F001710302N0057.png,is there a woodroof in the picture
05x10x50x10F001962770N0059.png,what color are the chairs
10x25x50x10F002543963N0028.png,what colour is the plant to the left
05x10x00x00F001962766N0013.png,what is the color of door knobs
05x10x50x10F002118319N0138.png,how many chair on the floor
05x10x00x00F000653548N0079.png,how many chairs are there
10x25x50x10F000702887N0022.png,where are the bushes
10x25x20x05F001962767N0064.png,how many pianos in the room
10x25x20x05F000898641N0074.png,what is the that animals name on the chart
05x10x50x10F000117324N0083.png,what's next to the stairs
05x10x50x10F002415594N0031.png,how many pillows are there on the bed
05x10x00x00F002543961N0038.png,what condition is the house
05x10x20x05F000040910N0039.png,where is the bath rob
05x10x50x10F001962767N0099.png,how many cabinets are shown in the picture
05x10x00x00F001306120N0095.png,is the door open or close
10x25x50x10F001658020N0054.png,what color is the sofa
05x10x50x10F000798180N0101.png,how many chairs are in the room
05x10x50x10F001568728N0205.png,how many door openings does the cupboard have
05x10x20x05F001810458N0030.png,what is the floor design
05x10x20x05F002237218N0146.png,is the door open
05x10x50x10F001710306N0016.png,how many steps are there on the ladder
05x10x00x00F001242790N0081.png,how many bed are there
05x10x20x05F002237219N0026.png,what is wall color
05x10x20x05F002237218N0166.png,what's on the floor
05x10x50x10F000040909N0044.png,what is to the left of the light switch
05x10x50x10F002338963N0061.png,the room have a chair
05x10x20x05F000653548N0085.png,what is above the door
10x25x20x05F000653547N0070.png,how many chairs are in the photo
10x25x50x10F000653545N0071.png,how many chairs are there
05x10x50x10F000258803N0152.png,what object is laying on the floor
10x25x20x05F001710306N0014.png,what colour are tge walls
10x25x20x05F000754495N0016.png,how many bed are there
05x10x50x10F002494042N0134.png,how many chairs are there
05x10x20x05F000457466N0080.png,how many rooms are there
05x10x00x00F001600209N0062.png,what is to the right of the window
05x10x50x10F002338963N0041.png,what is there in the right side of the room
05x10x00x00F000200080N0011.png,how many furniture on the picture
05x10x00x00F001962769N0096.png,how many armchairs
05x10x20x05F001033915N0222.png,what is the room in the left of the meeting room
05x10x20x05F001710302N0052.png,how many pillows are there
05x10x00x00F002237219N0167.png,how many glass square u see
10x25x20x05F001962769N0022.png,what is the color of the chair
10x25x20x05F000798179N0034.png,what color the bed is
05x10x00x00F001846223N0072.png,what is right to the sofa
05x10x50x10F001085850N0086.png,what color are the shelves
10x25x00x00F001220361N0060.png,how many chair can you see in the room
10x25x50x10F001962767N0022.png,is there any chair in the picture
10x25x00x00F001403389N0132.png,what colour is the the couch in the apartment
05x10x20x05F000040909N0104.png,what is it in the right corner of the room
05x10x00x00F000850481N0100.png,what lie on the sofa
05x10x20x05F002225366N0061.png,what's next to the statue
05x10x00x00F000898640N0195.png,what is on the picture on the left wall
10x25x00x00F000898642N0012.png,what colour is the wall
05x10x50x10F001846225N0119.png,how many pillow there are on the bed
05x10x00x00F000898640N0295.png,what is on the wall
10x25x50x10F002172631N0109.png,how many frames are on the wall
10x25x00x00F002172627N0001.png,what is the floor made out of
05x10x00x00F000117322N0100.png,how many pictures on the closest wall
05x10x50x10F001846226N0102.png,what is on the armchair
05x10x20x05F001403389N0346.png,is wall tv available
10x25x50x10F000117322N0049.png,how many boards are there
10x25x20x05F001710306N0034.png,what's above the table
10x25x50x10F001931685N0008.png,what is color of floor
05x10x50x10F000591477N0107.png,what color is the wall at the top of the image
05x10x50x10F001846227N0099.png,how many chairs are there
05x10x20x05F001568728N0045.png,what is the color of the door
10x25x50x10F000653548N0079.png,how many chairs are there in the room
05x10x20x05F000702887N0044.png,how many doors are there
10x25x00x00F000117323N0064.png,is their a chair
05x10x50x10F001846227N0339.png,how many mirror the room has
05x10x50x10F002237218N0326.png,what is the colour of the curtain
05x10x00x00F002444551N0076.png,what is on the table
05x10x20x05F000850482N0137.png,what can you see at the end of the corridor
05x10x20x05F002338963N0014.png,whats on the floor
10x25x50x10F001306122N0095.png,what is on tge right side
05x10x00x00F000353298N0040.png,how many table in the room
05x10x50x10F000898642N0168.png,how many objects are in the image
05x10x20x05F000391478N0018.png,what colour are tge walls
05x10x50x10F002444551N0005.png,is the picture unclear
05x10x00x00F001931685N0088.png,what is to the right of the in door plant
05x10x20x05F000653549N0122.png,what is in front of the observer
05x10x20x05F002415593N0129.png,what color is the table
05x10x50x10F001306122N0281.png,what color is the door
05x10x50x10F002012767N0271.png,how many chair can you see
05x10x00x00F000040909N0040.png,how many electrical switches are there
05x10x20x05F001710306N0053.png,what color is the wall
10x25x20x05F000591481N0046.png,what is to the left of the wall
05x10x50x10F001306120N0112.png,what color is the mat
05x10x20x05F001962767N0113.png,where is the corridor in the picture
05x10x20x05F002543963N0287.png,where are the books
05x10x20x05F000798178N0033.png,is there a window
05x10x00x00F001846223N0032.png,what color is the painting
10x25x00x00F001306123N0062.png,what colour is the wall
10x25x00x00F001568732N0052.png,what is to the right of the bed
05x10x00x00F002237215N0072.png,how many doors can be visible
05x10x50x10F000653549N0007.png,what is the thing hanging on the wall
05x10x50x10F001000396N0086.png,how many couch on the right
05x10x20x05F002225366N0021.png,what this picture is about
05x10x20x05F001242792N0023.png,how many door you see
05x10x00x00F000798179N0095.png,what is the picture on the wall
05x10x20x05F002225366N0101.png,what color is the room painted
05x10x50x10F002282635N0130.png,how many windows in the room
10x25x20x05F001306122N0005.png,how many doors shown in the image
05x10x00x00F000353298N0000.png,what is on corner of this room
05x10x20x05F001846226N0064.png,what the color of the door
10x25x20x05F002543961N0064.png,where is the mirror
05x10x00x00F001220361N0071.png,what is the major material used in this photo
05x10x00x00F000898640N0155.png,how many carpets are on the floor
05x10x20x05F002225367N0135.png,where is the furniture
05x10x50x10F002118319N0118.png,how many chairs are there near the window
05x10x00x00F000850482N0221.png,how many doors in the picture
05x10x50x10F000503401N0055.png,what color are the walls
10x25x00x00F000702890N0006.png,what is to the left of the door
05x10x50x10F000591479N0010.png,where is the light
10x25x00x00F001568730N0056.png,how many doors are there to wardrobe
05x10x50x10F001242791N0172.png,what is hanging on the wall
10x25x20x05F001962770N0023.png,what is the cupboard on the right
05x10x20x05F001403391N0284.png,how many windows in this image
10x25x50x10F000850483N0039.png,what's on the floor
05x10x00x00F002237215N0052.png,what is wall color
05x10x50x10F000457465N0009.png,how many doorways
05x10x50x10F001000394N0030.png,how many doors are in the picture
10x25x00x00F002444552N0037.png,how many chairs in the room
10x25x20x05F001306123N0035.png,what is lying on the table
05x10x00x00F002225363N0102.png,what material is the staircase made of
05x10x20x05F002415592N0102.png,what is opposite the armchair
05x10x20x05F002415592N0042.png,where are the chairs
10x25x20x05F000798181N0077.png,did you designed here
05x10x00x00F000457466N0098.png,what is color of doorknobs
10x25x50x10F000117324N0035.png,what is the height of stairs
05x10x20x05F000117323N0167.png,how many windows are shown in the picture
10x25x00x00F002282635N0031.png,how many pillows are in the picture
05x10x50x10F002494046N0019.png,what is to the right of the table
05x10x00x00F001568728N0074.png,how many paintings are there on the wall
10x25x20x05F001000396N0017.png,whats on the table
05x10x50x10F001600211N0095.png,is it a barber chair
05x10x50x10F002415593N0241.png,whats this room represent
05x10x00x00F001568731N0127.png,do you have a wardrobe
05x10x20x05F001658020N0251.png,what lies on the sofa
05x10x20x05F000391480N0032.png,what color is the door
05x10x50x10F001962766N0122.png,what is there on the left side of the window
05x10x20x05F001710306N0013.png,how many doors in this image
05x10x20x05F002415591N0028.png,what is on the table
05x10x00x00F000258803N0018.png,what's left
05x10x00x00F001710306N0074.png,what is lying on the dinning table
10x25x50x10F001846227N0059.png,what colour are the stairs
10x25x20x05F002077367N0019.png,how many pillows are there
05x10x20x05F000591481N0060.png,how many chairs
10x25x50x10F001658020N0112.png,what color is the wall
05x10x50x10F000850481N0209.png,what is to the right of the window
05x10x00x00F000503401N0031.png,is this a car park
05x10x20x05F002118319N0157.png,how many chairs do you see in the photo
05x10x20x05F002543961N0014.png,how many windows are on the wall
05x10x50x10F001403391N0117.png,what can you see in the background
05x10x20x05F001962769N0051.png,how many doors are in the room
10x25x20x05F001220361N0011.png,what's the wall material
05x10x00x00F000798178N0178.png,how high is the door
05x10x00x00F002225367N0073.png,what is near the left wall
05x10x50x10F000653547N0207.png,whats in the middle of the picture
10x25x00x00F002225366N0027.png,what is hanging on front wall
05x10x50x10F001000396N0066.png,this is real or a paint
05x10x00x00F002282635N0026.png,what's below the floor
10x25x00x00F002415592N0064.png,what is on the left
05x10x00x00F001511322N0087.png,what's against the wall
05x10x20x05F002494046N0221.png,where is a towel on the photo
10x25x00x00F002543963N0062.png,what is the color of walls
10x25x20x05F000898639N0069.png,how many televisions are there
10x25x00x00F000798179N0017.png,what colour is the phone on the desk
10x25x50x10F000353298N0050.png,how many doors are there on the picture
05x10x00x00F001600209N0179.png,what is wall color
10x25x20x05F001306120N0052.png,how many doors are there
05x10x00x00F001000397N0087.png,what's on the floor
05x10x50x10F002494046N0279.png,are there dim lights
05x10x50x10F000117323N0006.png,what is to the right of towel
05x10x20x05F002077367N0144.png,what colour is the carpet
10x25x20x05F001931684N0054.png,where is the door
05x10x20x05F002172631N0230.png,what is the material of the pillars of room
05x10x20x05F001600209N0098.png,how many picture in the wall
05x10x20x05F001033916N0186.png,do you see the door
10x25x20x05F002415593N0013.png,how many switches are on the wall
05x10x00x00F000898641N0120.png,how many windows are broken on the door
05x10x00x00F001600211N0036.png,what is on the ceiling in front
05x10x20x05F000898639N0066.png,what is painted in the picture
05x10x00x00F001000396N0022.png,where is the sink
10x25x00x00F000391480N0019.png,what is the material of the wall
10x25x50x10F001658019N0022.png,how many windows in the room
10x25x50x10F000850482N0120.png,what do you see on the bed
10x25x20x05F000798181N0037.png,what element can be seen in the center of the room
05x10x50x10F000931038N0009.png,what color is the floor
10x25x00x00F000653549N0037.png,how many columns are there
05x10x00x00F001000397N0067.png,what is in front of chairs
05x10x50x10F000040912N0046.png,what color is the kitchen
05x10x20x05F000457465N0095.png,how many chairs
10x25x50x10F001367108N0032.png,do you see a plant
10x25x00x00F001306122N0015.png,what is show
10x25x50x10F002282638N0027.png,what is at right side
05x10x20x05F000457464N0022.png,how many doors in this pictures
05x10x00x00F000258801N0024.png,is the door open
05x10x20x05F001403389N0206.png,what colour are the chairs
10x25x50x10F000898639N0066.png,how many chairs are in this picture
10x25x50x10F000898639N0026.png,what color is the door
05x10x00x00F001220361N0051.png,what is behind the pillar
05x10x50x10F001931684N0189.png,what is that on the floor
05x10x00x00F000653547N0036.png,what are the objects hanging on the wall
05x10x00x00F000850482N0101.png,how many windows are there in this picture
05x10x50x10F002282635N0090.png,what is behind the wall
05x10x20x05F000850481N0095.png,what is this
10x25x20x05F001846227N0087.png,how many steps shown on the image
05x10x50x10F000702891N0076.png,what is to the left side
05x10x50x10F001367109N0088.png,what color is the curtain
05x10x20x05F001511323N0036.png,where is the doormat placed
05x10x00x00F001403391N0064.png,how many wall lamps are there
05x10x50x10F000850483N0249.png,how many lamp on the ceiling
05x10x50x10F000258803N0172.png,what is the object of chart
05x10x50x10F002543961N0091.png,what is on the wall to the right
05x10x50x10F001220361N0125.png,what material is the bed made of
10x25x20x05F001710302N0011.png,how many painting
10x25x20x05F001931684N0034.png,what's on the wall
05x10x20x05F001000396N0056.png,what colour is the floor
10x25x20x05F000117321N0037.png,how many blue sofa chairs are there
05x10x20x05F000117324N0189.png,what is covering the steps
05x10x50x10F002225366N0163.png,where is the bathroom
10x25x00x00F001568731N0082.png,how many door are there in the almirah
05x10x50x10F001000394N0070.png,is the wall wooden
10x25x00x00F000117323N0084.png,how many photos are posted on the first frame
05x10x50x10F001658019N0130.png,what is on the table
05x10x20x05F002237219N0186.png,what is the color of the floor
10x25x50x10F000040909N0024.png,what's in the other room
05x10x50x10F002415592N0248.png,what is the size of the television
05x10x50x10F002415593N0081.png,what colour is the floor
10x25x50x10F000798181N0047.png,what is the color of the bed sheet used in bed
10x25x20x05F000850483N0084.png,where is the painting
05x10x50x10F000117322N0125.png,where is the chair
05x10x50x10F002444551N0285.png,where is the seat
10x25x50x10F002494046N0044.png,what is in the center of the photo
05x10x20x05F002415591N0048.png,what color is the display in the picture
10x25x50x10F001600209N0045.png,what is on the right
05x10x20x05F000898641N0056.png,how many frames can we see on the other side of the door
05x10x50x10F001033916N0262.png,how many door are closed
05x10x00x00F001568731N0187.png,what is the colour of the cabinet
05x10x20x05F000391480N0312.png,where is chair
10x25x50x10F001846226N0009.png,how many doors are there
05x10x20x05F002172631N0130.png,how many stairs are on the picture
05x10x50x10F001568730N0069.png,how many windows are there
05x10x50x10F002338963N0021.png,what is the color of the floor
05x10x50x10F001367109N0068.png,how many cushions are on the bed
05x10x20x05F000653547N0062.png,how many doors are there
05x10x00x00F001658020N0118.png,where is the bed here
05x10x50x10F002237219N0340.png,is the door open or closed
05x10x50x10F000117322N0005.png,how many steps does the staircase have
10x25x20x05F001000396N0037.png,how many sunbeds are there
05x10x00x00F001511323N0113.png,what's on the wall
05x10x50x10F000503401N0015.png,what color is the wall
05x10x50x10F000653549N0227.png,what is it on the floor
05x10x20x05F000798178N0233.png,what's on the wall
05x10x50x10F002077367N0293.png,what color is the furniture
10x25x20x05F001810458N0004.png,what is on the sofa
05x10x00x00F001000396N0122.png,how many chairs are there
05x10x00x00F000798180N0129.png,what is it on the table
05x10x50x10F001931684N0229.png,what is painted on the wall
05x10x00x00F001568731N0087.png,how many doors are there
05x10x20x05F000754498N0032.png,what is the color of the curtain
05x10x20x05F000702890N0021.png,how many plant pots
05x10x50x10F000898639N0039.png,how many doors do you see in the image
05x10x50x10F002172627N0055.png,are the chairs in a restaurant
05x10x00x00F001306122N0037.png,how many doors have the room
10x25x50x10F001220361N0016.png,is the tv on or off
10x25x00x00F000653545N0034.png,how many chairs are there
05x10x50x10F002172629N0103.png,what's in front of the picture
10x25x20x05F002172627N0011.png,how many windows are present in the picture
05x10x50x10F000702887N0038.png,how many plants are in the picture
05x10x00x00F000798179N0075.png,where is the bad
05x10x20x05F000898641N0176.png,are there doors
05x10x20x05F000798180N0154.png,what is in the vase
05x10x50x10F001306122N0001.png,how many windows are visible in the picture
05x10x50x10F000353298N0022.png,what lies in the corner of the room
05x10x20x05F000040910N0019.png,what is on the left
10x25x20x05F001658020N0101.png,what is the color of sofa
10x25x50x10F001220361N0036.png,what is the color of the floor
05x10x20x05F002494042N0136.png,how many lamps are there
05x10x20x05F000117324N0109.png,what is this in picture
05x10x00x00F000117322N0120.png,how many chairs are there
05x10x00x00F002237218N0050.png,what is the opening on top right of the image
05x10x50x10F002172627N0015.png,where is the exit
05x10x50x10F000117324N0143.png,how many stair steps are there
05x10x00x00F002172629N0103.png,how many paintings are on the wall
05x10x20x05F000040911N0024.png,what is behind the chair ahead
10x25x50x10F000391478N0056.png,how many cupboard are their in the picture
10x25x50x10F000040910N0097.png,where is the picture
05x10x50x10F000754498N0022.png,is this toilet
05x10x20x05F000117324N0269.png,how may chairs are there in front of table
05x10x20x05F002415592N0142.png,is there an chair here
05x10x20x05F001568730N0084.png,how many windows are there
05x10x50x10F002237218N0106.png,can you see a picture on the top-left corner
05x10x50x10F000391480N0019.png,how many lamps are in the picture
05x10x20x05F000850482N0217.png,what do you see at the end of room
10x25x50x10F000798178N0012.png,which color the door is
10x25x20x05F000798180N0019.png,is there a white telephone on the tabler
05x10x00x00F001658019N0065.png,what color is the bedsheet
05x10x00x00F002415593N0075.png,where's the mirror
05x10x00x00F001242791N0136.png,how many object does it have
05x10x20x05F001886431N0007.png,what color is the color of the door
05x10x00x00F000117324N0287.png,what colour are the tables
10x25x50x10F002543961N0062.png,how many pillows are there on the bed
10x25x20x05F002543963N0072.png,something in bed
10x25x20x05F001886431N0024.png,what is in the left of picture
05x10x00x00F002543961N0178.png,how many doorways
05x10x00x00F000798178N0058.png,what is the color of the curtains
05x10x00x00F000798181N0071.png,what element can be found right behind the table
05x10x50x10F001846225N0039.png,what is the colour of wall
05x10x20x05F002118319N0117.png,how many armchairs are there
05x10x50x10F001962766N0022.png,what color is the door
05x10x00x00F001403389N0107.png,what is in this place
10x25x50x10F002282635N0008.png,is the door closed
05x10x20x05F001846223N0019.png,is the door open
05x10x20x05F001962766N0050.png,what colour is the floor
05x10x20x05F000898642N0067.png,how many windows are in the room
05x10x00x00F000850482N0161.png,how many paintings are hanging on the wall
05x10x20x05F000200083N0225.png,where is the painting
10x25x50x10F002494046N0084.png,how many doors are there
10x25x00x00F001962767N0012.png,what is the colour of the wall
05x10x20x05F002012767N0197.png,what color is the chair
10x25x00x00F000798180N0023.png,what is colour of the curtain
05x10x20x05F001085850N0059.png,what's the color of this door
10x25x20x05F001033916N0102.png,what color are the sofas
05x10x50x10F000457464N0010.png,what hangs on the right
05x10x00x00F001403389N0307.png,how many pillows are there on the sofa
05x10x50x10F001511325N0061.png,howmany cycle there in the room
05x10x50x10F000898640N0149.png,what is on the table
10x25x50x10F001033915N0068.png,how many doors are in the image above
05x10x50x10F001000396N0146.png,how many chairs
05x10x50x10F002237219N0240.png,what is the color of wall
05x10x00x00F000898640N0275.png,what is on the wall
05x10x00x00F000503401N0251.png,is there whiteboard in this photo
05x10x20x05F001568732N0040.png,is there a wardrobe in the bedroom
05x10x20x05F001033916N0066.png,what color is the door
05x10x00x00F001962766N0113.png,how many pillars
05x10x00x00F000653545N0033.png,what color is the path on the stairs
10x25x20x05F000457464N0059.png,what color is the wall? grey or red
05x10x20x05F001568730N0124.png,how many doors has this wardrobe
05x10x20x05F002415593N0109.png,how many objects are in the picture
05x10x20x05F000353298N0060.png,what is lying on the table
10x25x20x05F000457465N0084.png,what color is the chair
10x25x50x10F000798181N0027.png,are the curtains open
05x10x50x10F001962767N0059.png,what is hanging on the left wall
05x10x50x10F001000393N0111.png,what is in front of the chairs
05x10x50x10F000898641N0219.png,what color is the wall
10x25x50x10F001931684N0044.png,what material are walls made of
05x10x50x10F002172631N0174.png,is the floor wooden or tiled
05x10x50x10F002237215N0018.png,are there mirrors on the wall
05x10x20x05F001511322N0109.png,is there cycle on the image
05x10x20x05F001000397N0053.png,how many chairs can you see
05x10x00x00F002543965N0061.png,what color wall
05x10x20x05F000040909N0064.png,what colour is the floor
10x25x20x05F002237219N0105.png,how many cushion are there on the sofa
05x10x50x10F002225366N0043.png,what is seen with the wall
05x10x00x00F000702891N0012.png,what is the color of the plants
05x10x50x10F000457465N0049.png,what is the kitchen wardrobe made of
05x10x50x10F001242790N0138.png,what is lying next to the shelf
05x10x00x00F000850482N0201.png,what is the major paint
10x25x50x10F002494042N0019.png,what in the wall
10x25x00x00F000931038N0052.png,is the door open
10x25x50x10F001568732N0043.png,what is outside the window
05x10x50x10F000200083N0002.png,how many doors are on the image
05x10x50x10F002118319N0098.png,how many chair are there
10x25x20x05F000457465N0024.png,what kind of furniture is located in front of the window
05x10x00x00F001886431N0020.png,what is lying next to door
05x10x50x10F001367108N0037.png,where did the plants located
05x10x20x05F001568732N0120.png,is the door open or closed
10x25x20x05F001000394N0071.png,what is the materaial of the wall
05x10x00x00F002543961N0058.png,what color the column is
05x10x00x00F001085850N0134.png,what is above the left chair
05x10x20x05F000258803N0078.png,what gun is in the frame
05x10x00x00F001242790N0041.png,how many doors in this picture
05x10x20x05F001962769N0011.png,what are the colors of objects
10x25x20x05F000591478N0064.png,how many chair there are on the room
05x10x20x05F001367108N0023.png,what is the color of the plants
05x10x00x00F001846227N0122.png,where is the stairs located
05x10x50x10F001511323N0128.png,is there an armchair in the photo
05x10x20x05F000898642N0027.png,is there a television in the apartment
05x10x50x10F002415592N0228.png,what is the colur of the room
05x10x00x00F002494042N0006.png,what colour are the walls
05x10x00x00F001033915N0200.png,what is shown in the picture
05x10x00x00F001033915N0140.png,what is the text on top of the meeting room
05x10x20x05F000653549N0062.png,what is on the left
10x25x50x10F000898639N0106.png,what lies on the bed
05x10x20x05F002172630N0027.png,where is the tree situated
05x10x50x10F000353298N0162.png,how many windows are there
05x10x50x10F002543963N0199.png,how many mirrors are there
05x10x50x10F001962766N0002.png,what is it on the wall
05x10x50x10F002012767N0071.png,how many doors on the picture
10x25x00x00F000898641N0129.png,something on the table
05x10x50x10F001306120N0012.png,what colour is the stairways
10x25x20x05F001000397N0016.png,what's on the floor
05x10x50x10F000117323N0086.png,what is above the cabinet
05x10x50x10F001033916N0242.png,how many doors
05x10x20x05F000117322N0010.png,how many stairs
05x10x50x10F001962767N0119.png,what color of the wall
05x10x20x05F000591477N0025.png,what's behind the sofa
05x10x00x00F002118319N0117.png,how many chairs do you see on the picture
05x10x20x05F000117323N0007.png,what is hanging on the wall
05x10x20x05F000898641N0316.png,what you can see in right corner
05x10x00x00F002237219N0127.png,color of door
05x10x50x10F000798179N0084.png,how many windows
05x10x20x05F002415592N0182.png,where is the door
05x10x20x05F002012767N0057.png,what colour are the doors
05x10x00x00F000653548N0139.png,how many chairs are there
10x25x50x10F001886431N0013.png,what color is the fridge
05x10x20x05F001600209N0078.png,where is the bedroom
10x25x50x10F001033915N0048.png,how many room doors are there
05x10x00x00F001000393N0100.png,how many tables and chairs shown
10x25x00x00F001931684N0102.png,what is on the wall
05x10x50x10F002225366N0003.png,how many plants
05x10x20x05F000898642N0107.png,what is above the table
05x10x50x10F001000396N0106.png,where is the pool
05x10x50x10F000591481N0129.png,how many hammocks
05x10x50x10F002225366N0083.png,what object is lying byside of the stairs
10x25x20x05F001000393N0006.png,is the wall wooden or cemented
10x25x20x05F000457465N0044.png,how many chairs are there
05x10x50x10F002237218N0346.png,is there a window in the room
10x25x50x10F001600209N0065.png,how many chairs are on the left of the table
05x10x00x00F001962766N0133.png,how many door
10x25x00x00F000040910N0049.png,what's the color of the cushion in the middle of the room
05x10x00x00F001403391N0167.png,how many sofas are there
05x10x00x00F002172631N0072.png,what is the apartment made of
10x25x50x10F000591478N0031.png,what's on the wall
05x10x20x05F000040912N0027.png,what color is the door
05x10x20x05F001119654N0006.png,what is the colour of the walls
05x10x50x10F002444551N0205.png,is that a door or a windows to the up right of the stairs
05x10x50x10F002172631N0054.png,what is open
10x25x00x00F000117321N0008.png,what is put on the wall
05x10x50x10F000898639N0019.png,how many door are there
10x25x20x05F001033915N0053.png,how many doors are there
05x10x20x05F000898640N0184.png,is there anything hanging on the wall
05x10x00x00F001511323N0033.png,what word is used pointed by the arrow
05x10x50x10F002172631N0294.png,is this hall large or small
10x25x50x10F001600210N0014.png,how many chairs are there on the right
10x25x50x10F001846227N0099.png,how many picture frames do you see
05x10x00x00F000898642N0102.png,what is on the picture
10x25x20x05F000898640N0066.png,what is the color of the wall
05x10x20x05F001568728N0205.png,how many drawers do you see
05x10x20x05F000931038N0150.png,what is in front of the window
05x10x00x00F000798180N0089.png,what is above the bed
05x10x50x10F000898642N0008.png,what is on the wall
05x10x20x05F001931685N0177.png,how many trees are there
05x10x00x00F001306122N0077.png,how many chairs
05x10x50x10F001306123N0063.png,how many doors
10x25x20x05F000850482N0081.png,how many photo frame are visible in image
10x25x00x00F002543965N0004.png,what color is the door
05x10x50x10F000457466N0156.png,what's on the wall
05x10x20x05F000850483N0056.png,how many holes are there in the wall
05x10x50x10F001962766N0222.png,how much chair in there
05x10x20x05F000898640N0084.png,whats the name of the photo framed animal
05x10x50x10F001242791N0072.png,what is the color of the open door
05x10x00x00F002077367N0117.png,what you see on above the soba
05x10x00x00F002225364N0138.png,what is on the floor
05x10x50x10F000898641N0159.png,what color are the curtains
10x25x00x00F000850483N0089.png,which material is the middle of the door
05x10x50x10F002237219N0200.png,where is the window
05x10x20x05F002444552N0072.png,what is color of the chair
05x10x50x10F001511323N0088.png,what is lying on the table
05x10x20x05F000258801N0135.png,where are the drawers
10x25x00x00F001886431N0006.png,how many tables are showing in this picture
05x10x50x10F000353298N0102.png,is the door open
10x25x00x00F000653549N0077.png,how many chair are there in the image
10x25x00x00F001085850N0062.png,what color are the walls
10x25x50x10F000754494N0029.png,how many objects are in the picture
10x25x20x05F002077367N0139.png,what colour is the carpet
10x25x50x10F001568730N0062.png,what is the wardrobe made of
05x10x20x05F002494046N0081.png,how many rooms can you see in the room
05x10x20x05F002172629N0075.png,how many doors
05x10x50x10F000457465N0149.png,what element can be found just behind the table
05x10x50x10F000754495N0104.png,what is the color of the curtains
10x25x00x00F001242792N0052.png,what's on the wall
10x25x20x05F001306120N0032.png,how many pillars
10x25x20x05F001511323N0007.png,what colour is the wall shelf
05x10x20x05F001962767N0133.png,what is on the wall
05x10x50x10F000754498N0082.png,what is on the rignt
05x10x20x05F002282635N0113.png,do you see the chest of drawers
05x10x00x00F001000397N0047.png,is there a bed in the picture
10x25x20x05F000898639N0089.png,where is the bed
05x10x20x05F001600209N0058.png,what is opposite to the window
10x25x20x05F000353298N0022.png,what is on the table
05x10x50x10F000798181N0253.png,what colour are the flowers
05x10x50x10F002282638N0036.png,what os is on the right
05x10x50x10F000353298N0142.png,what is the colour of the walls in the room
05x10x20x05F001000393N0105.png,how many chair and desk are there in the room
10x25x20x05F002237218N0120.png,how many pillows
10x25x50x10F000653548N0059.png,how many doorways
05x10x50x10F001962767N0279.png,how many seats are there in the room
05x10x50x10F000702890N0154.png,what might be the faг§ade of the building made from
05x10x00x00F000258801N0044.png,what it is om the image of the poster hanging
05x10x00x00F000591478N0129.png,why the windows glasses are broken
05x10x50x10F001403389N0298.png,what is the see on the left wall
05x10x20x05F001403389N0146.png,what's on the floor
05x10x20x05F000898642N0047.png,what is the color of the left wall
05x10x50x10F002012767N0211.png,is there a mirror
05x10x50x10F000898642N0088.png,what is there in yhe vase
05x10x20x05F000850483N0136.png,what color is the wall
05x10x20x05F002543965N0106.png,what color are the walls
05x10x50x10F000702891N0016.png,no. of trees
10x25x00x00F001403391N0091.png,what is on the right of the wall
05x10x50x10F000117321N0091.png,what colour is the arm-chair
05x10x50x10F000850482N0298.png,where is painting located
05x10x00x00F000117322N0140.png,how many images stick to the board
05x10x50x10F000653549N0207.png,what shape sticker is on the window
05x10x50x10F001220361N0045.png,how many beds
05x10x20x05F001220361N0043.png,how many entrances are there
05x10x50x10F000200083N0242.png,where is the bench
05x10x20x05F002172631N0110.png,what is the color of cloth on table
10x25x50x10F001000397N0044.png,what is below the table
05x10x50x10F000850482N0258.png,how many paintings can you spot
05x10x20x05F000798180N0074.png,what is on the table
10x25x50x10F002225363N0027.png,who is on corner
05x10x50x10F000798179N0204.png,how many chairs are there
05x10x50x10F000258803N0132.png,what is the color of the painting
05x10x00x00F001846225N0104.png,how many paintings are there
10x25x00x00F002494046N0063.png,how many doors are there
10x25x00x00F001962767N0052.png,what is on the right wall
05x10x00x00F000117322N0000.png,what is in the right bottom corner
05x10x20x05F000798180N0134.png,how many chair in the picture
05x10x00x00F001962767N0072.png,how many pillars are visible
05x10x00x00F000898640N0135.png,how many animals are there in the image
05x10x50x10F001846226N0062.png,what colour is the blanket on the bed
05x10x50x10F001000396N0166.png,what is hanging on the wall
10x25x20x05F001962767N0044.png,how many chairs are at the counter
10x25x50x10F001033916N0111.png,what is to the right of the closed door
05x10x20x05F001000396N0036.png,how many tables do you see
05x10x50x10F000898640N0309.png,what colour does the sun have
05x10x20x05F001810458N0010.png,what is the color of sofa
05x10x20x05F002077367N0064.png,what is the color of the cabinet
05x10x50x10F002282638N0056.png,how many door lying in this picture
05x10x50x10F001242790N0158.png,what is on the right side of the veil
05x10x00x00F001568728N0134.png,how many windows are there
05x10x50x10F002494046N0039.png,what is the color of design on door
10x25x20x05F000653547N0050.png,how many windows are there
10x25x50x10F001242790N0058.png,what is at the right side of the window
05x10x50x10F001033915N0027.png,is it a hotel room
05x10x50x10F000503401N0255.png,how many pictures can you see
10x25x00x00F000353298N0021.png,are there two pumpkins above the table
05x10x50x10F000258801N0032.png,what is on the wall in the hallway
